OBJECTID,FOREST_NAME,WATERSHED_CODE,WATERSHED_NAME,WATERSHED_CONDITION_FS_AREA,TOTAL_WATERSHED_AREA_ACRES,FS_OWNERSHIP_PERCENT,NONFS_AREA_PERCENT,AQUATIC_BIOTA_CONDITION,RIPARIAN_WETLAND_VEG_CONDITION,WATER_QUALITY_CONDITION,WATER_QUANTITY_CONDITION,AQUATIC_HABITAT_CONDITION,ROADS_AND_TRAILS_CONDITION,SOIL_CONDITION,FIRE_EFFECTS_REGIME_CONDITION,FOREST_COVER_CONDITION,FOREST_HEALTH_CONDITION,INVASIVE_SPECIES_CONDITION,RANGELAND_VEGETATION_CONDITION,YEAR_PRIORITY_IDENTIFIED,PRINCIPAL_REASON,SELECTION_NARRATIVE,KNOWN_PARTNERS,APPROVAL_DATE,ESTIMATED_COMPLETION_DATE,ESSENTIAL_PROJECT_COUNT,ESSENTIAL_PROJECT_EST_COST,ACTUAL_COMPLETION_DATE,RESTORATION_ACTION_PLAN,RESTORATION_ACTION_PLAN_IND,FS_UNIT_ID,WRAP_NAME,WRAP_APPROVAL_DATE,ACCOMPLISH_REPORT_IND,USFS_OWNERSHIP_ACRES
8512,Helena-Lewis And Clark National Forest,100301030503,Thomas Creek,Functioning at Risk,9363.4,29,72,Fair,Fair,Fair,Poor,Poor,Poor,Fair,Fair,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,2668.821
8622,Dakota Prairie Grasslands,090202040503,090202040503,Functioning Properly,12919.300000000001,83,17,Fair,Good,Good,Good,Good,Fair,Good,Good,----,Good,Poor,Poor,,,,,,,,,,,,0118,,,,10774.478
8688,Dakota Prairie Grasslands,101102050106,French Creek,Functioning Properly,29577.100000000002,41,59,Fair,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Poor,Poor,,,,,,,,,,,,0118,,,,12175.696
8918,Helena-Lewis And Clark National Forest,100301010701,Headwaters Crow Creek,Functioning at Risk,15303.800000000001,99,1,Fair,Fair,Poor,Good,Fair,Poor,Fair,Good,Good,Fair,Good,Good,,,,,,,,,,,,0115,,,,15137.094000000001
8957,Custer Gallatin National Forest,101102010705,Lower Tie Creek,Functioning Properly,22935.5,10,90,Good,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,2376.905
9303,Custer Gallatin National Forest,100200071501,Bear Trap Creek-Madison River,Functioning Properly,23428.7,28,72,Fair,Good,Good,Poor,Good,Good,Poor,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0111,,,,6585.522
9355,Custer Gallatin National Forest,100901010801,Lower Hanging Woman Creek,Functioning Properly,33404.3,6,94,Good,Good,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,,,,,,,,,,,,0111,,,,1854.787
9430,Flathead National Forest,170102090104,Babcock Creek,Functioning Properly,16970.6,100,0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Good,----,,,,,,,,,,,,0110,,,,16970.647
9470,Dakota Prairie Grasslands,101000042607,Lower Charbonneau Creek,Functioning Properly,30667.5,16,84,Fair,Good,Good,Good,Good,Poor,Fair,Good,Good,Good,Poor,Fair,,,,,,,,,,,,0118,,,,5007.081
9471,Helena-Lewis And Clark National Forest,100402011402,Walters Coulee,Functioning Properly,13451.1,7,93,Good,Good,Good,Good,Good,Good,Good,Poor,Good,Good,Fair,Fair,,,,,,,,,,,,0115,,,,947.9140000000001
9542,Lolo National Forest,170102031302,West Fork Gold Creek,Functioning at Risk,12856.4,41,59,Fair,Fair,Good,Good,Fair,Good,Good,Good,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,5227.684
9564,Dakota Prairie Grasslands,101102050205,Upper Bennett Creek,Functioning Properly,20303.2,26,75,Fair,Good,Good,Fair,Good,Fair,Fair,Good,Good,Good,Good,Fair,,,,,,,,,,,,0118,,,,5182.036
9576,Flathead National Forest,170102080304,Dayton Creek,Functioning Properly,14666.9,24,76,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Poor,----,,,,,,,,,,,,0110,,,,3487.9260000000004
9629,Flathead National Forest,170102100106,Martin Creek,Functioning Properly,10865.5,99,1,Poor,Good,Good,Good,Fair,Poor,Good,Good,Good,Good,Fair,----,,,,,,,,,,,,0110,,,,10736.62
9671,Custer Gallatin National Forest,100700020603,Lower Big Timber Creek,Functioning Properly,35046.700000000004,11,89,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,3951.4500000000003
9676,Helena-Lewis And Clark National Forest,100301011101,Duck Creek,Functioning at Risk,20808.4,33,67,Poor,Fair,Good,Good,Good,Poor,Fair,Fair,Good,Fair,Good,Poor,,,,,,,,,,,,0115,,,,6821.723
9704,Dakota Prairie Grasslands,101102030503,Lower Sand Creek,Functioning at Risk,25585.3,30,70,Fair,Fair,Good,Fair,Good,Poor,Good,Good,Good,Good,Good,Poor,,,,,,,,,,,,0118,,,,7665.647
9705,Dakota Prairie Grasslands,101102030804,Toms Wash-Little Missouri River,Functioning Properly,26084.0,71,29,Fair,Good,Fair,Good,Good,Poor,Good,Good,Good,Good,Good,Poor,,,,,,,,,,,,0118,,,,18452.532
9708,Helena-Lewis And Clark National Forest,170102010607,Upper Dog Creek,Functioning at Risk,8713.3,58,42,Fair,Fair,Good,Good,Poor,Fair,Fair,Poor,Good,Fair,Fair,Fair,,,,,,,,,,,,0115,,,,5055.671
9720,Beaverhead-Deerlodge National Forest,100200020103,Divide Creek-Grasshopper Creek,Functioning at Risk,28236.0,41,59,Fair,Fair,Poor,Fair,Fair,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,11462.936
9807,Nez Perce-Clearwater National Forest,170603020401,Gedney Creek,Functioning Properly,30836.4,100,0,Good,Good,Good,Good,Good,Fair,Good,Poor,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,30835.963
9810,Custer Gallatin National Forest,100200081302,Bostwick Creek-East Gallatin River,Functioning Properly,26501.8,15,85,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,4080.027
9897,Lolo National Forest,170102030706,North Fork Blackfoot River-Evans Lake,Functioning Properly,19794.7,7,94,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,1284.569
9902,Flathead National Forest,170102100302,Upper Griffin Creek,Functioning Properly,11442.1,74,26,Good,Poor,Good,Good,Fair,Good,Good,Good,Good,Good,Fair,----,,,,,,,,,,,,0110,,,,8495.89
10025,Lolo National Forest,170102130204,Marten Creek,Functioning Properly,8313.2,83,18,Good,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Fair,Good,,,,,,,,,,,,0116,,,,6855.437
10037,Flathead National Forest,170102060504,South Fork Upper Coal Creek,Functioning Properly,11844.800000000001,93,7,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Good,----,,,,,,,,,,,,0110,,,,10991.507
10078,Kootenai National Forest,170101030202,Upper West Fork Yaak River,Functioning Properly,22381.3,99,1,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,22184.561
10085,Bitterroot National Forest,170102050401,Moose Creek,Functioning Properly,15935.9,99,2,Good,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,,,0103,,,,15695.083999999999
10196,Custer Gallatin National Forest,100200081301,Middle Cottonwood Creek-East Gallatin River,Functioning Properly,23518.600000000002,15,85,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,3507.914
10336,Idaho Panhandle National Forests,170101040401,Deep Creek-McArthur Lake,Functioning at Risk,19925.600000000002,22,78,Poor,Poor,Fair,Fair,Fair,Good,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,,,0104,,,,4345.983
10449,Bitterroot National Forest,170602070206,Little Sq___ Creek-Salmon River,Functioning Properly,35865.9,100,0,Good,Fair,Good,Fair,Good,Good,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,,,0103,,,,35744.315
10524,Flathead National Forest,170102070102,Middle Fork Flathead River-Trail Creek,Functioning Properly,12498.0,100,0,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,----,,,,,,,,,,,,0110,,,,12498.012
10630,Helena-Lewis And Clark National Forest,100402010209,Cottonwood Creek,Functioning Properly,19333.5,6,94,Good,Fair,Good,Fair,Good,Fair,Good,Good,Good,Fair,Fair,Fair,,,,,,,,,,,,0115,,,,1182.906
10646,Nez Perce-Clearwater National Forest,170603070701,Fourth of July Creek,Functioning Properly,28540.9,100,0,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,28540.928
10739,Beaverhead-Deerlodge National Forest,100200020706,Owsley Slough-Beaverhead River,Functioning at Risk,21918.2,14,86,Poor,Fair,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,3041.4790000000003
10785,Helena-Lewis And Clark National Forest,100301030502,Lower Camas Creek,Functioning at Risk,17869.5,13,87,Poor,Fair,Poor,Fair,Fair,Poor,Good,Fair,Good,Fair,Fair,Fair,,,,,,,,,,,,0115,,,,2262.396
10794,Flathead National Forest,170102090207,Upper White River,Functioning Properly,19632.100000000002,100,0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,,,0110,,,,19632.09
10863,Custer Gallatin National Forest,100700050502,Bad Canyon Creek,Functioning Properly,12244.4,59,41,Good,Fair,Good,Good,Good,Fair,Poor,Fair,Poor,Good,Good,Good,,,,,,,,,,,,0111,,,,7192.527
11003,Custer Gallatin National Forest,101102010803,Slick Creek,Functioning Properly,37776.200000000004,29,71,Good,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,11042.004
11028,Beaverhead-Deerlodge National Forest,100200030302,Warm Springs Creek,Functioning Properly,18528.4,98,2,Fair,Fair,Poor,Good,Fair,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,18089.668
11035,Beaverhead-Deerlodge National Forest,100200011105,Bear Creek,Functioning Properly,12649.2,66,34,Fair,Fair,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,8294.377
11078,Nez Perce-Clearwater National Forest,170603060801,East Fork Potlatch River,Functioning at Risk,39711.9,13,87,Fair,Poor,Poor,Good,Fair,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,5324.1900000000005
11127,Custer Gallatin National Forest,100200070306,Tepee Creek,Functioning Properly,14397.6,99,1,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,14234.576000000001
11135,Lolo National Forest,170102031004,Lower Clearwater River,Functioning at Risk,23220.5,81,19,Poor,Fair,Good,Fair,Poor,Fair,Good,Good,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,18725.314
11307,Nez Perce-Clearwater National Forest,170603020304,Middle Meadow Creek,Functioning Properly,33240.4,100,0,Good,Good,Good,Good,Good,Good,Good,Poor,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,33240.414
11346,Lolo National Forest,170102130407,Thompson River-Goat Creek,Impaired Function,13213.7,98,2,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Good,Fair,Good,Fair,----,,,,,,,,,,,,0116,,,,12942.606
11384,Nez Perce-Clearwater National Forest,170603070105,Elizabeth Creek-North Fork Clearwater River,Functioning Properly,38513.4,100,0,Good,Fair,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,38512.382
11502,Nez Perce-Clearwater National Forest,170603070801,Washington Creek,Functioning at Risk,30165.5,29,71,Good,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,,,0117,,,,8823.887
11505,Nez Perce-Clearwater National Forest,170603050504,Twentymile Creek,Functioning Properly,14571.9,100,0,Good,Good,Fair,Good,Good,Good,Good,Poor,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,14571.877
11508,Nez Perce-Clearwater National Forest,170603070202,Gravey Creek,Functioning Properly,19867.2,100,0,Good,Fair,Fair,Good,Good,Fair,Good,Poor,Good,Good,Good,Poor,,,,,,,,,,,,0117,,,,19867.202
11681,Lolo National Forest,170102130103,Murr Creek,Functioning Properly,19781.9,46,54,Fair,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,9017.824
11890,Helena-Lewis And Clark National Forest,100301040403,Hannah Gulch-Sun River,Functioning Properly,21705.0,95,5,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Poor,Fair,,,,,,,,,,,,0115,,,,20633.15
11996,Kootenai National Forest,170102131003,Noxon Reservoir-Belgian Gulch,Functioning Properly,11122.7,30,70,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,3350.6220000000003
12025,Beaverhead-Deerlodge National Forest,100200040601,McVey Creek,Functioning at Risk,9673.800000000001,69,31,Fair,Fair,Poor,Good,Fair,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,6700.703
12195,Kootenai National Forest,170101011203,Warland Creek,Functioning Properly,8523.3,92,8,Good,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,7871.662
12266,Lolo National Forest,170102130405,West Fork Lower Thompson River,Functioning Properly,22800.5,100,0,Good,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Good,----,,,,,,,,,,,,0116,,,,22800.502
12401,Lolo National Forest,170102021304,Brewster Creek,Functioning at Risk,11812.5,97,3,Fair,Fair,Fair,Fair,Fair,Fair,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,,,0116,,,,11410.027
12500,Idaho Panhandle National Forests,170603080201,Grover Creek,Functioning Properly,16880.1,48,52,Fair,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,8168.756
12667,Idaho Panhandle National Forests,170103040603,Black Prince Creek-St Joe River,Functioning at Risk,27259.100000000002,42,59,Fair,Fair,Fair,Good,Fair,Poor,Fair,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,11302.193
12784,Beaverhead-Deerlodge National Forest,100200011002,Upper Bloody Dick Creek,Functioning Properly,17978.7,100,1,Fair,Good,Poor,Fair,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,17881.239
12786,Kootenai National Forest,170101020302,Upper Wolf Creek,Functioning Properly,28323.3,60,40,Good,Poor,Fair,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,17089.968
12969,Kootenai National Forest,170101010802,Lower Grave Creek,Functioning Properly,20024.7,81,19,Fair,Good,Fair,Fair,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,16147.355
12990,Helena-Lewis And Clark National Forest,100401030401,Upper South Fork Judith River,Functioning at Risk,35284.1,98,2,Fair,Fair,Poor,Poor,Fair,Fair,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,34660.456
12992,Beaverhead-Deerlodge National Forest,100200040302,Saginaw Creek-Big Hole River,Functioning at Risk,15597.4,64,36,Poor,Fair,Poor,Good,Good,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,9947.17
12994,Helena-Lewis And Clark National Forest,100401020201,McCarthy Creek,Functioning Properly,22166.7,8,93,Poor,Fair,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,1661.6390000000001
12997,Helena-Lewis And Clark National Forest,100301030501,Upper Camas Creek,Functioning at Risk,21642.9,69,31,Fair,Fair,Poor,Poor,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,14891.091
13011,Helena-Lewis And Clark National Forest,170102030407,Middle Nevada Creek,Functioning at Risk,18052.9,23,77,Poor,Fair,Fair,Fair,Fair,Poor,Fair,Poor,Good,Good,Fair,Poor,,,,,,,,,,,,0115,,,,4114.805
13032,Beaverhead-Deerlodge National Forest,170102021203,Rock Creek-Flat Gulch,Functioning Properly,10745.800000000001,60,40,Fair,Good,Fair,Good,Fair,Fair,Good,Fair,Good,Fair,Good,Fair,,,,,,,,,,,,0102,,,,6489.562
13033,Beaverhead-Deerlodge National Forest,100200070802,Wall Creek-Madison River,Functioning Properly,32794.3,46,54,Fair,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,14962.453000000001
13044,Beaverhead-Deerlodge National Forest,100200060401,North Fork Little Boulder River,Functioning at Risk,11904.300000000001,98,2,Poor,Fair,Poor,Good,Poor,Poor,Good,Good,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,11630.108
13047,Idaho Panhandle National Forests,170103010103,Jordan Creek,Functioning Properly,11074.800000000001,100,0,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,11074.819
13054,Beaverhead-Deerlodge National Forest,170102021002,Upper West Fork Ross Creek,Functioning Properly,11837.2,100,0,Fair,Fair,Good,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,11837.177
13057,Helena-Lewis And Clark National Forest,100302010205,Whitetail Creek,Functioning at Risk,34534.0,27,73,Poor,Fair,Good,Fair,Fair,Good,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,9286.941
13081,Idaho Panhandle National Forests,170102140203,Granite Creek,Functioning Properly,16985.3,99,1,Fair,Fair,Poor,Good,Fair,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,16814.133
13127,Beaverhead-Deerlodge National Forest,100200041102,Quartz Hill Gulch-Big Hole River,Functioning at Risk,24266.4,56,44,Poor,Fair,Good,Good,Good,Poor,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,13681.923
13144,Helena-Lewis And Clark National Forest,100302010102,Midvail Creek-Two Medicine River,Functioning Properly,31649.8,6,94,Poor,Fair,Good,Fair,Fair,Good,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,,,0115,,,,1794.67
13179,Beaverhead-Deerlodge National Forest,100200070704,Standard Creek,Functioning Properly,15358.7,97,3,Fair,Fair,Good,Good,Fair,Good,Good,Good,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,14944.171
13195,Beaverhead-Deerlodge National Forest,100200070801,Wolf Creek,Functioning Properly,11971.4,61,39,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,7323.8640000000005
13213,Dakota Prairie Grasslands,101000042701,Cheney Creek,Functioning at Risk,16304.4,61,39,Fair,Good,Good,Fair,Fair,Poor,Poor,Good,Good,Good,Good,Fair,,,,,,,,,,,,0118,,,,9914.298
13219,Beaverhead-Deerlodge National Forest,100200070703,Papoose Creek-Madison River,Functioning Properly,18450.0,56,44,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,10360.813
13224,Dakota Prairie Grasslands,101302040102,101302040102-Cannonball River,Functioning at Risk,25635.100000000002,5,95,Fair,Fair,Good,Fair,Good,Fair,Good,Good,----,Good,Poor,Fair,,,,,,,,,,,,0118,,,,1301.005
13233,Custer Gallatin National Forest,100700030402,Cottonwood Creek,Functioning at Risk,23514.0,50,50,Poor,Good,Poor,Poor,Fair,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,11656.068
13238,Beaverhead-Deerlodge National Forest,100200040901,Headwaters Wise River,Functioning at Risk,31875.5,99,1,Fair,Fair,Poor,Good,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,31683.602
13263,Kootenai National Forest,170101011504,Quartz Creek,Functioning Properly,22937.5,98,2,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,22525.608
13334,Beaverhead-Deerlodge National Forest,100200050302,Middle Little Whitetail Creek,Functioning at Risk,23203.2,34,66,Poor,Fair,Good,Fair,Poor,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,7928.332
13426,Kootenai National Forest,170101010706,Meadow Creek,Functioning at Risk,17500.4,47,53,Fair,Poor,Good,Good,Good,Poor,Good,Good,Fair,Good,Good,Good,,,,,,,,,,,,0114,,,,8173.164000000001
13470,Beaverhead-Deerlodge National Forest,170102010102,Browns Gulch-Sheep Gulch,Functioning at Risk,16276.4,50,51,Fair,Fair,Fair,Fair,Fair,Poor,Good,Good,Good,Fair,Good,Fair,,,,,,,,,,,,0102,,,,8059.736000000001
13472,Beaverhead-Deerlodge National Forest,170102020501,Smart Creek,Functioning at Risk,15643.1,67,33,Fair,Fair,Fair,Good,Fair,Poor,Good,Fair,Good,Fair,Fair,Fair,,,,,,,,,,,,0102,,,,10519.689
13478,Dakota Prairie Grasslands,101102050502,Cottonwood Creek,Functioning at Risk,20203.8,5,95,Fair,Fair,Fair,Good,Good,Poor,Fair,Good,Good,Good,Good,Poor,,,,,,,,,,,,0118,,,,1062.391
13481,Beaverhead-Deerlodge National Forest,100200030505,Mill Creek,Functioning at Risk,21892.9,59,41,Poor,Fair,Poor,Good,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,12885.064
13490,Beaverhead-Deerlodge National Forest,100200041103,Canyon Creek,Functioning at Risk,32131.2,96,4,Poor,Poor,Good,Fair,Fair,Poor,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,30869.467
13493,Kootenai National Forest,170101011303,Granite Creek,Functioning Properly,17372.5,97,3,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,16806.026
13513,Idaho Panhandle National Forests,170103050102,Yellowbanks Creek-Hayden Lake,Functioning at Risk,23208.8,43,57,Fair,Fair,Poor,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,,,,,,,,,,,,0104,,,,9948.155
13684,Kootenai National Forest,170101040201,Pine Creek,Functioning Properly,12461.2,88,12,Fair,Poor,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,10914.969000000001
13693,Beaverhead-Deerlodge National Forest,100200070705,Horse Creek,Functioning Properly,16225.5,90,10,Fair,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,14533.758
13701,Beaverhead-Deerlodge National Forest,170102020103,Georgetown Lake,Functioning at Risk,12546.5,50,50,Poor,Good,Fair,Poor,Poor,Fair,Good,Good,Fair,Fair,Good,Fair,,,,,,,,,,,,0102,,,,6236.448
13728,Kootenai National Forest,170101060702,Weasle Creek,Functioning Properly,10407.7,88,12,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,9118.779
13772,Beaverhead-Deerlodge National Forest,170102020301,Upper Boulder Creek,Functioning Properly,16314.9,96,4,Fair,Good,Poor,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,15650.823
13778,Kootenai National Forest,170101050201,South Fork Hawkins Creek-Hawkins Creek,Functioning Properly,12802.6,25,75,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,3251.3590000000004
13783,Beaverhead-Deerlodge National Forest,100200070706,Moose Creek-Madison River,Functioning Properly,14514.7,27,73,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,3888.561
13797,Beaverhead-Deerlodge National Forest,100200040308,Big Swamp Creek,Functioning at Risk,15942.1,82,18,Poor,Fair,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,13100.489
13835,Dakota Prairie Grasslands,101102050503,Deep Creek,Functioning Properly,23905.600000000002,37,63,Fair,Good,Good,Good,Good,Fair,Fair,Good,----,Good,Good,Poor,,,,,,,,,,,,0118,,,,8942.619
13845,Dakota Prairie Grasslands,101102030306,101102030306-Little Missouri River,Functioning Properly,33178.5,29,71,Fair,Good,Fair,Good,Good,Poor,Good,Good,Good,Good,Good,Poor,,,,,,,,,,,,0118,,,,9503.139000000001
13951,Lolo National Forest,170102030909,Cottonwood Creek,Functioning at Risk,35928.3,51,49,Fair,Fair,Good,Good,Poor,Fair,Fair,Fair,Fair,Good,Fair,----,2014,"<Principal_Reason><Concerns><Concern><Value>Water Quality</Value></Concern><Concern><Value>Species Habitat</Value></Concern></Concerns><Cost>$100,000 to $1 million</Cost></Principal_Reason>",Past roads and logging affects fish habitat. Fish barriers present from road corssings. 303d listed for sediment.,"<Known_Partners><Partner><Name>Montana Department of Fish, Wildlife and Parks</Name><Type>Known</Type></Partner></Known_Partners>",2014-06-30,2025-09-30,4,2560000,,,Y,0116,Cottonwood Creek WRAP,2014-06-30,,18291.742
14525,Custer Gallatin National Forest,100700030301,Bennett Creek-Shields River,Functioning at Risk,31910.0,80,20,Poor,Good,Fair,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,2018,<Principal_Reason><Concerns><Concern><Value>Water Quality</Value></Concern><Concern><Value>Species Habitat</Value></Concern></Concerns></Principal_Reason>,"In general the Shields River watershed is a productive area for range, wildlife, and timber.  The Shields River, its tributaries, and headwaters form an extensive stream system offering historic habitat for native Yellowstone Cutthroat Trout (YCT).   Nonnative brook trout present a dire threat to the persistence of YCT in the upper Shields River basin.  Extensive survey and study of movements of fishes by the Wildlife Conservation Society and agency partners indicate brook trout are undergoing a current and rapid invasion in the upper Shields River watershed, resulting in displacement of YCT. Without intervention, this population would likely be lost within a few decades. Although the brook trout invasion is troubling, extensive analyses of tissue samples have found no evidence of rainbow trout hybridization in the YCT within the any of the streams sampled.  As nonhybridized fish, these YCT populations have tremendous conservation value and are of the highest conservation priority. ",<Known_Partners><Partner><Name>US Fish and Wildlife Service</Name><Type>Known</Type></Partner></Known_Partners>,2018-03-09,2019-09-30,12,1167333,2024-09-30,,Y,0111,WATERSHED RESTORATION ACTION PLAN - Custer Gallatin National Forest: Shields River - Bennett Creek   ,2018-03-09,,25465.378
